it2,mi_idx2,ml,t1,t2,|105.000000|52.000000
it2,kt2,mi_idx2,ml,t2,|82.000000|3.000000
it2,kt1,kt2,mi_idx2,t2,|NO MATCH
kt1,kt2,mc1,mi_idx1,t1,|NO MATCH
kt1,kt2,mc1,ml,t1,|NO MATCH
kt1,kt2,mc1,t1,t2,|NO MATCH
kt1,kt2,mi_idx1,ml,t1,|NO MATCH
kt1,kt2,mi_idx1,t1,t2,|NO MATCH
kt1,kt2,lt,ml,t1,|NO MATCH
kt1,kt2,mc2,ml,t1,|NO MATCH
kt1,kt2,mi_idx2,ml,t1,|NO MATCH
kt1,kt2,ml,t1,t2,|182.000000|1.000000
kt1,kt2,mc2,t1,t2,|NO MATCH
kt1,kt2,mi_idx2,t1,t2,|NO MATCH
kt1,kt2,mc2,mi_idx2,t2,|NO MATCH
kt1,kt2,mc2,ml,t2,|NO MATCH
kt1,kt2,mi_idx2,ml,t2,|NO MATCH
kt1,kt2,lt,ml,t2,|NO MATCH
kt1,kt2,mc1,ml,t2,|NO MATCH
kt1,kt2,mi_idx1,ml,t2,|NO MATCH
kt1,mc1,mi_idx1,ml,t1,|350349.000000|3914.000000
kt1,lt,mc1,ml,t1,|5983.000000|591.000000
kt1,mc1,mc2,ml,t1,|477867.000000|594245.000000
kt1,mc1,mi_idx2,ml,t1,|120961.000000|168098.000000
kt1,mc1,ml,t1,t2,|7932.000000|5714.000000
kt1,lt,mi_idx1,ml,t1,|3660.000000|171.000000
kt1,mc2,mi_idx1,ml,t1,|140187.000000|171952.000000
kt1,mi_idx1,mi_idx2,ml,t1,|36099.000000|48641.000000
kt1,mi_idx1,ml,t1,t2,|1800.000000|1653.000000
kt1,lt,mc2,ml,t1,|4890.000000|7314.000000
kt1,lt,mi_idx2,ml,t1,|1740.000000|2069.000000
kt1,lt,ml,t1,t2,|37.000000|70.000000
kt1,mc2,mi_idx2,ml,t1,|68024.000000|70818.000000
kt1,mc2,ml,t1,t2,|2350.000000|2407.000000
kt1,mi_idx2,ml,t1,t2,|695.000000|622.000000
kt2,mc2,mi_idx2,ml,t2,|1718.000000|103.000000
kt2,lt,mc2,ml,t2,|46.000000|7.000000
kt2,mc1,mc2,ml,t2,|3649.000000|6645.000000
kt2,mc2,mi_idx1,ml,t2,|2517.000000|3831.000000
kt2,mc2,ml,t1,t2,|1321.000000|1321.000000
kt2,lt,mi_idx2,ml,t2,|21.000000|2.000000
kt2,mc1,mi_idx2,ml,t2,|1208.000000|1801.000000
kt2,mi_idx1,mi_idx2,ml,t2,|678.000000|1038.000000
kt2,mi_idx2,ml,t1,t2,|358.000000|358.000000
kt2,lt,mc1,ml,t2,|47.000000|101.000000
kt2,lt,mi_idx1,ml,t2,|30.000000|58.000000
kt2,lt,ml,t1,t2,|20.000000|20.000000
kt2,mc1,mi_idx1,ml,t2,|2178.000000|2552.000000
kt2,mc1,ml,t1,t2,|880.000000|880.000000
kt2,mi_idx1,ml,t1,t2,|540.000000|540.000000
lt,mc1,mc2,mi_idx1,ml,|150015.000000|148465.000000
lt,mc1,mc2,mi_idx2,ml,|70336.000000|72842.000000
lt,mc1,mc2,ml,t1,|51193.000000|51193.000000
lt,mc1,mc2,ml,t2,|756.000000|2476.000000
lt,mc1,mi_idx1,mi_idx2,ml,|38433.000000|41295.000000
lt,mc1,mi_idx1,ml,t1,|29022.000000|29022.000000
lt,mc1,mi_idx1,ml,t2,|474.000000|1404.000000
lt,mc1,mi_idx2,ml,t1,|13067.000000|13067.000000
lt,mc1,mi_idx2,ml,t2,|284.000000|632.000000
lt,mc1,ml,t1,t2,|181.000000|488.000000
lt,mc2,mi_idx1,mi_idx2,ml,|35499.000000|36813.000000
lt,mc2,mi_idx1,ml,t1,|25872.000000|25872.000000
lt,mc2,mi_idx1,ml,t2,|309.000000|1251.000000
lt,mc2,mi_idx2,ml,t1,|12336.000000|12336.000000
lt,mc2,mi_idx2,ml,t2,|199.000000|597.000000
lt,mc2,ml,t1,t2,|128.000000|445.000000
lt,mi_idx1,mi_idx2,ml,t1,|8235.000000|8235.000000
lt,mi_idx1,mi_idx2,ml,t2,|123.000000|398.000000
lt,mi_idx1,ml,t1,t2,|75.000000|299.000000
lt,mi_idx2,ml,t1,t2,|50.000000|140.000000
mc1,mc2,mi_idx1,mi_idx2,ml,|3875118.000000|3700706.000000
mc1,mc2,mi_idx1,ml,t1,|2600844.000000|2600844.000000
mc1,mc2,mi_idx1,ml,t2,|117792.000000|125795.000000
